book	chapter	verse	figure	english_snippet	note	source
21-ecclesiastes	3	8	merism	General Information:	The writer concludes using merisms to describe various aspects of life from one extreme to the other.	door43_utn
21-ecclesiastes	3	11	merism	from their beginning all the way to their end	This refers to the beginning and the end and all that is in between.	door43_utn
21-ecclesiastes	3	17	doublet	every matter and every deed	These two phrases mean basically the same thing and refer to every action that people do.	door43_utn
21-ecclesiastes	5	8	doublet	just and right treatment	The words “just” and “right” mean basically the same thing and refer to the kind of treatment that people deserve. Alternate translation: “fair treatment”	door43_utn
21-ecclesiastes	5	18	doublet	what I have seen to be good and suitable	Here the words “good” and “suitable” mean basically the same thing. The second intensifies the meaning of the first. Alternate translation: “what I have seen to be the best thing to do”	door43_utn
21-ecclesiastes	5	19	doublet	riches and wealth	These two words mean basically the same thing. They refer to money and the things that a person can buy with money.	door43_utn
21-ecclesiastes	6	2	doublet	riches, wealth	These two words mean basically the same thing. They refer to money and the things that a person can buy with money.	door43_utn
21-ecclesiastes	7	26	doublet	snares and nets	These two words both refer to ways in which people trap animals to emphasize how the woman traps men.	door43_utn
21-ecclesiastes	9	2	merism	righteous people and wicked	This refers to all people, emphasizing the two opposites of righteous and wicked people.	door43_utn
21-ecclesiastes	9	2	merism	the clean and the unclean	This refers to all people, emphasizing the two opposites of clean and unclean people.	door43_utn
21-ecclesiastes	9	2	merism	the one who sacrifices and the one who does not sacrifice	This refers to all people, emphasizing the two opposites of those who sacrifice and those who do not.	door43_utn
21-ecclesiastes	9	2	merism	As good people … so also will the sinner	This refers to all people, emphasizing the two opposites of good people and sinners.	door43_utn
21-ecclesiastes	9	2	merism	the one who swears … so also will the man who fears to make an oath	This refers to all people, emphasizing the two opposites of those who swear oaths and those who do not.	door43_utn
21-ecclesiastes	11	3	merism	toward the south or toward the north	Here “south” and “north” represent any direction. Alternate translation: “in any direction”	door43_utn
21-ecclesiastes	11	6	doublet	whether morning or evening, or this or that	These two phrases mean basically the same thing and emphasize that the person’s work may prosper, no matter what time he has done it. Alternate translation: “whether the seed that you planted in the morning or the seed that you planted in the evening”	door43_utn
22-songofsongs	2	7	doublet	will not awaken or arouse	If your language has only one word for waking people out of sleep, you could combine these words. Alternate translation: “will not awaken”	door43_utn
22-songofsongs	3	5	doublet	will not awaken or arouse	If your language has only one word for waking people out of sleep, you could combine these words. Alternate translation: “will not awaken”	door43_utn
22-songofsongs	3	7	doublet	sixty warriors surround it, sixty soldiers of Israel	These two phrases refer to the same sixty people. The second phrase clarifies that the “warriors” are “soldiers of Israel.”	door43_utn
23-isaiah	1	19	hendiadys	If you are willing and obedient	Here, “willing” and “obedient” are used together to express one idea. Alternate translation: “If you willingly obey”	door43_utn
23-isaiah	2	12	doublet	who is proud … who is arrogant	Someone who is arrogant speaks and acts as if he is better than other people. These two phrases have similar meanings and are used together to emphasize that Yahweh will punish them.	door43_utn
23-isaiah	2	19	hendiadys	the glory of his majesty	Here the word “glory” describes “majesty.” Alternate translation: “the beauty he has as king”	door43_utn
23-isaiah	5	11	merism	those who rise up early in the morning … who linger late into the night	This refers to people who do nothing all day but drink alcoholic drinks.	door43_utn
23-isaiah	5	26	doublet	speedily and promptly	These words mean basically the same thing and emphasize how quickly they will come. Alternate translation: “very quickly”	door43_utn
23-isaiah	6	1	doublet	he was high and elevated	The words “high” and “elevated” emphasize that the throne was very high and above everything around it. The height of the throne represents how great and powerful the Lord is.	door43_utn
23-isaiah	7	4	doublet	afraid or intimidated	The words “afraid” and “intimidated” mean the same thing and can be translated as one word. Alternate translation: “afraid”	door43_utn
23-isaiah	7	11	merism	ask for it in the depths or in the height above	Yahweh uses the word “depths” and “height” to mean Ahaz could ask him for anything.	door43_utn
